"municipio";"low_cost";"rotulo";"mean(precio_gasoleo_a, na.rm = TRUE)";"mean(precio_gasolina_95_e5_premium, na.rm = TRUE)";"max(precio_gasoleo_a, na.rm = TRUE)";"max(precio_gasolina_95_e5_premium, na.rm = TRUE)";"min(precio_gasoleo_a, na.rm = TRUE)";"min(precio_gasolina_95_e5_premium, na.rm = TRUE)"
"Alcalá de Guadaíra";FALSE;"SHELL";1.395;1.596;1.439;1.599;1.29;1.593
"Alcalá de Guadaíra";FALSE;"SHELL";1.395;1.596;1.439;1.599;1.29;1.593
"Alcalá de Guadaíra";FALSE;"SHELL";1.395;1.596;1.439;1.599;1.29;1.593
"Alcalá de Guadaíra";FALSE;"BP";1.395;1.596;1.439;1.599;1.29;1.593
"Alcalá de Guadaíra";FALSE;"CEPSA";1.395;1.596;1.439;1.599;1.29;1.593
"Alcalá de Guadaíra";FALSE;"CEPSA";1.395;1.596;1.439;1.599;1.29;1.593
"Alcalá de Guadaíra";FALSE;"CEPSA";1.395;1.596;1.439;1.599;1.29;1.593
"Alcalá de Guadaíra";FALSE;"CEPSA";1.395;1.596;1.439;1.599;1.29;1.593
"Alcalá de Guadaíra";FALSE;"CEPSA";1.395;1.596;1.439;1.599;1.29;1.593
"Alcalá de Guadaíra";TRUE;"ZACATÍN";1.32775;NA;1.435;-Inf;1.297;Inf
"Alcalá de Guadaíra";TRUE;"NOVAOIL";1.32775;NA;1.435;-Inf;1.297;Inf
"Alcalá de Guadaíra";TRUE;"BP E.S.BAELO";1.32775;NA;1.435;-Inf;1.297;Inf
"Alcalá de Guadaíra";TRUE;"AGLA";1.32775;NA;1.435;-Inf;1.297;Inf
"Alcalá de Guadaíra";TRUE;"BALLENOIL";1.32775;NA;1.435;-Inf;1.297;Inf
"Alcalá de Guadaíra";TRUE;"HAM SEVILLA";1.32775;NA;1.435;-Inf;1.297;Inf
"Alcalá de Guadaíra";TRUE;"ECONOIL";1.32775;NA;1.435;-Inf;1.297;Inf
"Alcalá de Guadaíra";TRUE;"E.S. ALCALA";1.32775;NA;1.435;-Inf;1.297;Inf
"Alcalá de Guadaíra";TRUE;"PETROPRIX";1.32775;NA;1.435;-Inf;1.297;Inf
"Alcalá de Henares";FALSE;"GALP";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";FALSE;"GALP";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";FALSE;"GALP";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";FALSE;"SHELL";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";FALSE;"GALP";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";FALSE;"BP";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";FALSE;"SHELL";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";FALSE;"REPSOL";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";FALSE;"REPSOL";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";FALSE;"REPSOL";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";FALSE;"REPSOL";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";FALSE;"CEPSA";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";FALSE;"CEPSA";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";FALSE;"GALP";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";FALSE;"SHELL";1.42014285714286;1.609;1.459;1.609;1.339;1.609
"Alcalá de Henares";TRUE;"ENERGY";1.34921428571429;NA;1.439;-Inf;1.297;Inf
"Alcalá de Henares";TRUE;"GASEXPRESS";1.34921428571429;NA;1.439;-Inf;1.297;Inf
"Alcalá de Henares";TRUE;"AVIA";1.34921428571429;NA;1.439;-Inf;1.297;Inf
"Alcalá de Henares";TRUE;"ALCAMPO";1.34921428571429;NA;1.439;-Inf;1.297;Inf
"Alcalá de Henares";TRUE;"CARREFOUR";1.34921428571429;NA;1.439;-Inf;1.297;Inf
"Alcalá de Henares";TRUE;"CEPSA-ELF";1.34921428571429;NA;1.439;-Inf;1.297;Inf
"Alcalá de Henares";TRUE;"BP RIO CORVO";1.34921428571429;NA;1.439;-Inf;1.297;Inf
"Alcalá de Henares";TRUE;"BP PUENTE ARCE";1.34921428571429;NA;1.439;-Inf;1.297;Inf
"Alcalá de Henares";TRUE;"PLENOIL";1.34921428571429;NA;1.439;-Inf;1.297;Inf
"Alcalá de Henares";TRUE;"BP ISIDORO";1.34921428571429;NA;1.439;-Inf;1.297;Inf
"Alcalá de Henares";TRUE;"SUPECO";1.34921428571429;NA;1.439;-Inf;1.297;Inf
"Alcalá de Henares";TRUE;"BALLENOIL";1.34921428571429;NA;1.439;-Inf;1.297;Inf
"Alcalá de Henares";TRUE;"ALSA";1.34921428571429;NA;1.439;-Inf;1.297;Inf
"Alcalá de Henares";TRUE;"PETROPRIX";1.34921428571429;NA;1.439;-Inf;1.297;Inf
"Alcalá de la Selva";FALSE;"GALP";1.359;NA;1.359;-Inf;1.359;Inf
"Alcalá de los Gazules";FALSE;"BP";1.364;NA;1.369;-Inf;1.359;Inf
"Alcalá de los Gazules";FALSE;"CEPSA";1.364;NA;1.369;-Inf;1.359;Inf
"Alcalà de Xivert";FALSE;"REPSOL";1.399;NA;1.399;-Inf;1.399;Inf
"Alcalà de Xivert";TRUE;"COOP. SAN ISIDRO DE ALCALA";1.369;NA;1.379;-Inf;1.359;Inf
"Alcalà de Xivert";TRUE;"CASTELL XIVERT";1.369;NA;1.379;-Inf;1.359;Inf
"Alcalá del Júcar";TRUE;"EL JUCAR";1.359;NA;1.359;-Inf;1.359;Inf
"Alcalá del Río";FALSE;"CEPSA";1.399;NA;1.399;-Inf;1.399;Inf
"Alcalá del Río";TRUE;"MOOVE";1.3175;NA;1.38;-Inf;1.255;Inf
"Alcalá del Río";TRUE;"PRODUCTORES DEL CAMPO, S.C.A.";1.3175;NA;1.38;-Inf;1.255;Inf
"Alcalá del Valle";FALSE;"CAMPSA";1.298;NA;1.298;-Inf;1.298;Inf
"Alcalá del Valle";TRUE;"SOC.COOP.AND.EUROPEOS";1.259;NA;1.259;-Inf;1.259;Inf
"Alcalá la Real";FALSE;"REPSOL";1.39233333333333;NA;1.409;-Inf;1.379;Inf
"Alcalá la Real";FALSE;"SHELL";1.39233333333333;NA;1.409;-Inf;1.379;Inf
"Alcalá la Real";FALSE;"REPSOL";1.39233333333333;NA;1.409;-Inf;1.379;Inf
"Alcalá la Real";TRUE;"BURAN ENERGY";1.3112;1.409;1.369;1.409;1.22;1.409
"Alcalá la Real";TRUE;"Q8";1.3112;1.409;1.369;1.409;1.22;1.409
"Alcalá la Real";TRUE;"SAN ANTONIO";1.3112;1.409;1.369;1.409;1.22;1.409
"Alcalá la Real";TRUE;"AGRO DIESEL 10E";1.3112;1.409;1.369;1.409;1.22;1.409
"Alcalá la Real";TRUE;"23ESO68F";1.3112;1.409;1.369;1.409;1.22;1.409
"Alcalalí";FALSE;"REPSOL";1.409;NA;1.409;-Inf;1.409;Inf
"Alcampell";TRUE;"SCA DE ALCAMPELL";NA;NA;-Inf;-Inf;Inf;Inf
"Alcanadre";TRUE;"NINGUNO";NA;NA;-Inf;-Inf;Inf;Inf
"Alcanar";FALSE;"SHELL";1.249;NA;1.249;-Inf;1.249;Inf
"Alcanar";TRUE;"PETRONOR";1.409;NA;1.409;-Inf;1.409;Inf
"Alcanar";TRUE;"TAMOIL";1.409;NA;1.409;-Inf;1.409;Inf
"Alcántara";TRUE;"IBERDOEX";1.329;NA;1.329;-Inf;1.329;Inf
"Alcantarilla";FALSE;"REPSOL";1.3688;NA;1.375;-Inf;1.362;Inf
"Alcantarilla";FALSE;"CEPSA";1.3688;NA;1.375;-Inf;1.362;Inf
"Alcantarilla";FALSE;"CEPSA";1.3688;NA;1.375;-Inf;1.362;Inf
"Alcantarilla";FALSE;"CEPSA";1.3688;NA;1.375;-Inf;1.362;Inf
"Alcantarilla";FALSE;"REPSOL";1.3688;NA;1.375;-Inf;1.362;Inf
"Alcantarilla";TRUE;"ENERGY FUEL";1.2554;NA;1.319;-Inf;1.225;Inf
"Alcantarilla";TRUE;"PLENOIL";1.2554;NA;1.319;-Inf;1.225;Inf
"Alcantarilla";TRUE;"GMOIL";1.2554;NA;1.319;-Inf;1.225;Inf
"Alcantarilla";TRUE;"CENTRO DIESEL COMBUSTIBLES MURCIANOS";1.2554;NA;1.319;-Inf;1.225;Inf
"Alcantarilla";TRUE;"GASEXPRESS";1.2554;NA;1.319;-Inf;1.225;Inf
"Alcañices";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Alcañiz";FALSE;"CEPSA";1.386;NA;1.393;-Inf;1.379;Inf
"Alcañiz";FALSE;"REPSOL";1.386;NA;1.393;-Inf;1.379;Inf
"Alcañiz";TRUE;"ALCAMPO";1.2306;NA;1.259;-Inf;1.216;Inf
"Alcañiz";TRUE;"NINGUNO";1.2306;NA;1.259;-Inf;1.216;Inf
"Alcañiz";TRUE;"GBA";1.2306;NA;1.259;-Inf;1.216;Inf
"Alcañiz";TRUE;"COOPERATIVA SAN MIGUEL";1.2306;NA;1.259;-Inf;1.216;Inf
"Alcañiz";TRUE;"COOPERATIVA PUEYOS";1.2306;NA;1.259;-Inf;1.216;Inf
"Alcaracejos";TRUE;"PUERTA LOS PEDROCHES";1.389;NA;1.389;-Inf;1.389;Inf
"Alcaraz";FALSE;"CAMPSA";1.384;1.519;1.389;1.519;1.379;1.519
"Alcaraz";FALSE;"REPSOL";1.384;1.519;1.389;1.519;1.379;1.519
"Alcarràs";FALSE;"SHELL";1.229;NA;1.229;-Inf;1.229;Inf
"Alcarràs";TRUE;"COOPERATIVA D'ALCARRÀS";1.23;NA;1.269;-Inf;1.192;Inf
"Alcarràs";TRUE;"BONAREA";1.23;NA;1.269;-Inf;1.192;Inf
"Alcarràs";TRUE;"Q8";1.23;NA;1.269;-Inf;1.192;Inf
"Alcàsser";FALSE;"CEPSA";1.354;NA;1.374;-Inf;1.334;Inf
"Alcàsser";FALSE;"CEPSA";1.354;NA;1.374;-Inf;1.334;Inf
"Alcàsser";TRUE;"AGRICOLA SAN JOSE ALCASSER COOP.V.";1.304;NA;1.309;-Inf;1.299;Inf
"Alcàsser";TRUE;"BALLENOIL";1.304;NA;1.309;-Inf;1.299;Inf
"Alcaudete";FALSE;"CEPSA";1.4115;NA;1.429;-Inf;1.389;Inf
"Alcaudete";FALSE;"SHELL";1.4115;NA;1.429;-Inf;1.389;Inf
"Alcaudete";FALSE;"CAMPSA";1.4115;NA;1.429;-Inf;1.389;Inf
"Alcaudete";FALSE;"REPSOL";1.4115;NA;1.429;-Inf;1.389;Inf
"Alcaudete";TRUE;"SCA NTRA SRA DE LOS REMEDIOS";1.222;NA;1.222;-Inf;1.222;Inf
"Alcázar de San Juan";FALSE;"REPSOL";1.398;1.563;1.419;1.563;1.375;1.563
"Alcázar de San Juan";FALSE;"REPSOL";1.398;1.563;1.419;1.563;1.375;1.563
"Alcázar de San Juan";FALSE;"CEPSA";1.398;1.563;1.419;1.563;1.375;1.563
"Alcázar de San Juan";FALSE;"CEPSA";1.398;1.563;1.419;1.563;1.375;1.563
"Alcázar de San Juan";TRUE;"MACMAOIL";1.314;NA;1.369;-Inf;1.279;Inf
"Alcázar de San Juan";TRUE;"BALLENOIL";1.314;NA;1.369;-Inf;1.279;Inf
"Alcázar de San Juan";TRUE;"CARREFOUR";1.314;NA;1.369;-Inf;1.279;Inf
"Alcázar de San Juan";TRUE;"GASEXPRESS";1.314;NA;1.369;-Inf;1.279;Inf
"Alcázar de San Juan";TRUE;"U.S. LA LUNA";1.314;NA;1.369;-Inf;1.279;Inf
"Alcázar de San Juan";TRUE;"GAS SOLIS";1.314;NA;1.369;-Inf;1.279;Inf
"Alcazarén";FALSE;"REPSOL";1.297;NA;1.297;-Inf;1.297;Inf
"Alcázares (Los)";FALSE;"REPSOL";1.379;NA;1.379;-Inf;1.379;Inf
"Alcázares (Los)";TRUE;"LO SOLA";1.329;NA;1.379;-Inf;1.239;Inf
"Alcázares (Los)";TRUE;"BP LOS ALCÁZARES";1.329;NA;1.379;-Inf;1.239;Inf
"Alcázares (Los)";TRUE;"GASEXPRESS";1.329;NA;1.379;-Inf;1.239;Inf
"Alcobendas";FALSE;"SHELL";1.44283333333333;1.6315;1.469;1.644;1.399;1.619
"Alcobendas";FALSE;"SHELL";1.44283333333333;1.6315;1.469;1.644;1.399;1.619
"Alcobendas";FALSE;"GALP";1.44283333333333;1.6315;1.469;1.644;1.399;1.619
"Alcobendas";FALSE;"CEPSA";1.44283333333333;1.6315;1.469;1.644;1.399;1.619
"Alcobendas";FALSE;"CEPSA";1.44283333333333;1.6315;1.469;1.644;1.399;1.619
"Alcobendas";FALSE;"GALP";1.44283333333333;1.6315;1.469;1.644;1.399;1.619
"Alcobendas";FALSE;"REPSOL";1.44283333333333;1.6315;1.469;1.644;1.399;1.619
"Alcobendas";FALSE;"REPSOL";1.44283333333333;1.6315;1.469;1.644;1.399;1.619
"Alcobendas";FALSE;"REPSOL";1.44283333333333;1.6315;1.469;1.644;1.399;1.619
"Alcobendas";FALSE;"REPSOL";1.44283333333333;1.6315;1.469;1.644;1.399;1.619
"Alcobendas";FALSE;"REPSOL";1.44283333333333;1.6315;1.469;1.644;1.399;1.619
"Alcobendas";FALSE;"REPSOL";1.44283333333333;1.6315;1.469;1.644;1.399;1.619
"Alcobendas";TRUE;"CARREFOUR";1.37233333333333;NA;1.439;-Inf;1.309;Inf
"Alcobendas";TRUE;"BALLENOIL";1.37233333333333;NA;1.439;-Inf;1.309;Inf
"Alcobendas";TRUE;"BP EL SAPO-ALCOBENDAS";1.37233333333333;NA;1.439;-Inf;1.309;Inf
"Alcobendas";TRUE;"BP VALDAVIA";1.37233333333333;NA;1.439;-Inf;1.309;Inf
"Alcobendas";TRUE;"BP JUNCAL";1.37233333333333;NA;1.439;-Inf;1.309;Inf
"Alcobendas";TRUE;"PETROPRIX";1.37233333333333;NA;1.439;-Inf;1.309;Inf
"Alcobendas";TRUE;"PETROPRIX";1.37233333333333;NA;1.439;-Inf;1.309;Inf
"Alcobendas";TRUE;"COMBUS";1.37233333333333;NA;1.439;-Inf;1.309;Inf
"Alcobendas";TRUE;"ALCAMPO";1.37233333333333;NA;1.439;-Inf;1.309;Inf
"Alcolea de Calatrava";TRUE;"LIBRE";1.369;NA;1.369;-Inf;1.369;Inf
"Alcolea de Tajo";FALSE;"REPSOL";1.429;NA;1.429;-Inf;1.429;Inf
"Alcolea de Tajo";TRUE;"COOP. NTRA.SRA.DEL CAMPO";NA;NA;-Inf;-Inf;Inf;Inf
"Alcolea del Pinar";FALSE;"REPSOL";1.424;NA;1.429;-Inf;1.419;Inf
"Alcolea del Pinar";FALSE;"REPSOL";1.424;NA;1.429;-Inf;1.419;Inf
"Alcolea del Río";TRUE;"SENDA";1.339;NA;1.339;-Inf;1.339;Inf
"Alcoletge";FALSE;"REPSOL";1.429;NA;1.429;-Inf;1.429;Inf
"Alcoletge";TRUE;"SIN ROTULO";NA;NA;-Inf;-Inf;Inf;Inf
"Alconchel";FALSE;"CEPSA";1.399;NA;1.399;-Inf;1.399;Inf
"Alcora (l')";FALSE;"REPSOL";1.379;NA;1.379;-Inf;1.379;Inf
"Alcora (l')";TRUE;"L'AREA";1.349;NA;1.369;-Inf;1.309;Inf
"Alcora (l')";TRUE;"GIAL";1.349;NA;1.369;-Inf;1.309;Inf
"Alcora (l')";TRUE;"L'AREA";1.349;NA;1.369;-Inf;1.309;Inf
"Alcorcón";FALSE;"REPSOL";1.418;1.609;1.449;1.609;1.369;1.609
"Alcorcón";FALSE;"SHELL";1.418;1.609;1.449;1.609;1.369;1.609
"Alcorcón";FALSE;"REPSOL";1.418;1.609;1.449;1.609;1.369;1.609
"Alcorcón";FALSE;"CEPSA";1.418;1.609;1.449;1.609;1.369;1.609
"Alcorcón";FALSE;"REPSOL";1.418;1.609;1.449;1.609;1.369;1.609
"Alcorcón";FALSE;"SHELL";1.418;1.609;1.449;1.609;1.369;1.609
"Alcorcón";FALSE;"SHELL";1.418;1.609;1.449;1.609;1.369;1.609
"Alcorcón";FALSE;"CEPSA";1.418;1.609;1.449;1.609;1.369;1.609
"Alcorcón";FALSE;"REPSOL";1.418;1.609;1.449;1.609;1.369;1.609
"Alcorcón";TRUE;"ALCAMPO";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"BP SAN MARTIN II";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"BP SAN MARTIN I";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"BP MOSTOLES II";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"BP LA PRINCESA 2";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"BP LA PRINCESA 1";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"CEPSA LISBOA";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"BP VALDERAS";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"BALLENOIL";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"BENZOE";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"AVIA";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"AVIA";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"PLENOIL";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"BALLENOIL";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"PETROPRIX";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"SOLNER";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"PLENOIL";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"REPSOL URTINSA 365";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"BP OLIMPICA";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorcón";TRUE;"NATURGY";1.37847368421053;1.618;1.429;1.618;1.299;1.618
"Alcorisa";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Alcorisa";TRUE;"ALCORCÍ COOPERATIVA DE LABRADORES";1.329;NA;1.329;-Inf;1.329;Inf
"Alcover";TRUE;"OILPRIX";1.2885;NA;1.308;-Inf;1.269;Inf
"Alcover";TRUE;"ICOR ENERGIA";1.2885;NA;1.308;-Inf;1.269;Inf
"Alcoy/Alcoi";FALSE;"BP";1.379;1.559;1.389;1.559;1.359;1.559
"Alcoy/Alcoi";FALSE;"SHELL";1.379;1.559;1.389;1.559;1.359;1.559
"Alcoy/Alcoi";FALSE;"GALP";1.379;1.559;1.389;1.559;1.359;1.559
"Alcoy/Alcoi";FALSE;"REPSOL";1.379;1.559;1.389;1.559;1.359;1.559
"Alcoy/Alcoi";FALSE;"REPSOL";1.379;1.559;1.389;1.559;1.359;1.559
"Alcoy/Alcoi";TRUE;"MASOIL ALCOY";1.32525;NA;1.389;-Inf;1.284;Inf
"Alcoy/Alcoi";TRUE;"GASEXPRESS";1.32525;NA;1.389;-Inf;1.284;Inf
"Alcoy/Alcoi";TRUE;"PETRONOR";1.32525;NA;1.389;-Inf;1.284;Inf
"Alcoy/Alcoi";TRUE;"GASOLINERA ALCOY";1.32525;NA;1.389;-Inf;1.284;Inf
"Alcubierre";TRUE;"SC SIERRA DE ALCUBIERRE";1.249;NA;1.249;-Inf;1.249;Inf
"Alcubillas";FALSE;"CEPSA";1.389;NA;1.389;-Inf;1.389;Inf
"Alcublas";TRUE;"E.S-TALLER CABANES SANZ S.L";1.359;NA;1.359;-Inf;1.359;Inf
"Alcúdia";FALSE;"REPSOL";1.4365;1.6535;1.439;1.678;1.429;1.629
"Alcúdia";FALSE;"CEPSA";1.4365;1.6535;1.439;1.678;1.429;1.629
"Alcúdia";FALSE;"REPSOL";1.4365;1.6535;1.439;1.678;1.429;1.629
"Alcúdia";FALSE;"REPSOL";1.4365;1.6535;1.439;1.678;1.429;1.629
"Alcúdia (l')";TRUE;"CANSO+CARBURANTS";1.28733333333333;NA;1.299;-Inf;1.269;Inf
"Alcúdia (l')";TRUE;"FACE PETROLEUM";1.28733333333333;NA;1.299;-Inf;1.269;Inf
"Alcúdia (l')";TRUE;"E.S. EL SERRALLO";1.28733333333333;NA;1.299;-Inf;1.269;Inf
"Alcúdia (l')";TRUE;"E.S. LA FLORIDA";1.28733333333333;NA;1.299;-Inf;1.269;Inf
"Alcúdia (l')";TRUE;"PETROMAX";1.28733333333333;NA;1.299;-Inf;1.269;Inf
"Alcúdia (l')";TRUE;"CAMPSA EXPRESS";1.28733333333333;NA;1.299;-Inf;1.269;Inf
"Alcúdia de Crespins (l')";FALSE;"REPSOL";1.389;NA;1.389;-Inf;1.389;Inf
"Alcúdia de Crespins (l')";TRUE;"EL CANARI";1.289;NA;1.289;-Inf;1.289;Inf
"Alcuéscar";FALSE;"REPSOL";1.429;NA;1.429;-Inf;1.429;Inf
"Alcuéscar";TRUE;"ALMAZARA COOPERATIVA SAN ISIDRO";1.349;NA;1.349;-Inf;1.349;Inf
"Alcuéscar";TRUE;"MAGNA OIL";1.349;NA;1.349;-Inf;1.349;Inf
"Aldaia";FALSE;"REPSOL";1.33866666666667;1.569;1.389;1.569;1.258;1.569
"Aldaia";FALSE;"REPSOL";1.33866666666667;1.569;1.389;1.569;1.258;1.569
"Aldaia";FALSE;"SHELL";1.33866666666667;1.569;1.389;1.569;1.258;1.569
"Aldaia";TRUE;"BIOENER";1.2644;NA;1.379;-Inf;1.197;Inf
"Aldaia";TRUE;"BP OIL ESPAÑA, S.A.";1.2644;NA;1.379;-Inf;1.197;Inf
"Aldaia";TRUE;"ALCAMPO, S.A.";1.2644;NA;1.379;-Inf;1.197;Inf
"Aldaia";TRUE;"ECOIL LEVANTE";1.2644;NA;1.379;-Inf;1.197;Inf
"Aldaia";TRUE;"BALLENOIL";1.2644;NA;1.379;-Inf;1.197;Inf
"Aldea (L')";FALSE;"CEPSA";1.429;NA;1.429;-Inf;1.429;Inf
"Aldea (L')";TRUE;"ENI";1.489;NA;1.489;-Inf;1.489;Inf
"Aldea (L')";TRUE;"ENI";1.489;NA;1.489;-Inf;1.489;Inf
"Aldea de San Nicolás (La)";TRUE;"CEPSA LA ALDEA";1.094;NA;1.094;-Inf;1.094;Inf
"Aldea de San Nicolás (La)";TRUE;"DISA LA ALDEA";1.094;NA;1.094;-Inf;1.094;Inf
"Aldea del Cano";TRUE;"VALCARCE";1.419;NA;1.419;-Inf;1.419;Inf
"Aldea del Fresno";FALSE;"CEPSA";1.425;1.608;1.425;1.608;1.425;1.608
"Aldea del Rey";TRUE;"ASTROIL";1.2845;NA;1.299;-Inf;1.27;Inf
"Aldea del Rey";TRUE;"COOPERATIVA AGRICOLA SAN JORGE MARTIR";1.2845;NA;1.299;-Inf;1.27;Inf
"Aldeamayor de San Martín";TRUE;"MAXPETROL";1.348;NA;1.399;-Inf;1.297;Inf
"Aldeamayor de San Martín";TRUE;"VALCARCE";1.348;NA;1.399;-Inf;1.297;Inf
"Aldeanueva de Ebro";TRUE;"A.N. ENERGETICOS-ALDEANUEVA";1.309;NA;1.309;-Inf;1.309;Inf
"Aldeanueva de Figueroa";FALSE;"REPSOL";1.419;NA;1.419;-Inf;1.419;Inf
"Aldeanueva del Camino";FALSE;"REPSOL";1.414;NA;1.429;-Inf;1.399;Inf
"Aldeanueva del Camino";FALSE;"CEPSA";1.414;NA;1.429;-Inf;1.399;Inf
"Aldeaseca";TRUE;"COPLAM";NA;NA;-Inf;-Inf;Inf;Inf
"Aldeatejada";TRUE;"BP SALAMANCA";1.399;NA;1.399;-Inf;1.399;Inf
"Aldehuela de la Bóveda";FALSE;"GALP";1.409;NA;1.409;-Inf;1.409;Inf
"Aledo";TRUE;"E.S. ALEDO";1.36;NA;1.36;-Inf;1.36;Inf
"Alegría-Dulantzi";TRUE;"PREMIRA ENERGIA NORTE, S.L.";1.419;NA;1.439;-Inf;1.399;Inf
"Alegría-Dulantzi";TRUE;"ES DULANTZI REPSOL";1.419;NA;1.439;-Inf;1.399;Inf
"Alella";TRUE;"AUTONETOIL";1.389;NA;1.429;-Inf;1.349;Inf
"Alella";TRUE;"BP ALELLA";1.389;NA;1.429;-Inf;1.349;Inf
"Alfacar";FALSE;"BP";1.389;NA;1.389;-Inf;1.389;Inf
"Alfacar";TRUE;"SAN SEBASTIAN DE ALFACAR S.C.A";1.327;NA;1.327;-Inf;1.327;Inf
"Alfafar";FALSE;"REPSOL";1.373;NA;1.379;-Inf;1.359;Inf
"Alfafar";FALSE;"BP";1.373;NA;1.379;-Inf;1.359;Inf
"Alfafar";FALSE;"GALP";1.373;NA;1.379;-Inf;1.359;Inf
"Alfafar";FALSE;"REPSOL";1.373;NA;1.379;-Inf;1.359;Inf
"Alfafar";FALSE;"REPSOL";1.373;NA;1.379;-Inf;1.359;Inf
"Alfafar";TRUE;"VCC ALFAFAR";1.27275;NA;1.359;-Inf;1.239;Inf
"Alfafar";TRUE;"ROYAL OIL";1.27275;NA;1.359;-Inf;1.239;Inf
"Alfafar";TRUE;"CARREFOUR";1.27275;NA;1.359;-Inf;1.239;Inf
"Alfafar";TRUE;"GASOLINERA ALFAFAR";1.27275;NA;1.359;-Inf;1.239;Inf
"Alfajarín";FALSE;"REPSOL";1.379;NA;1.379;-Inf;1.379;Inf
"Alfajarín";FALSE;"REPSOL";1.379;NA;1.379;-Inf;1.379;Inf
"Alfajarín";TRUE;"ALFA ENERGY";1.289;NA;1.289;-Inf;1.289;Inf
"Alfajarín";TRUE;"HAM";1.289;NA;1.289;-Inf;1.289;Inf
"Alfambra";TRUE;"E.S DE ALFAMBRA";1.369;NA;1.369;-Inf;1.369;Inf
"Alfamén";TRUE;"PETRONOR";1.359;NA;1.359;-Inf;1.359;Inf
"Alfara del Patriarca";TRUE;"DUROIL";1.289;NA;1.289;-Inf;1.289;Inf
"Alfarnate";TRUE;"S.C.A. NTRA. SRA. DE MONSALUD";1.313;NA;1.313;-Inf;1.313;Inf
"Alfaro";TRUE;"REPSOL SA";1.35766666666667;NA;1.409;-Inf;1.255;Inf
"Alfaro";TRUE;"REPSOL SA";1.35766666666667;NA;1.409;-Inf;1.255;Inf
"Alfaro";TRUE;"NINGUNO";1.35766666666667;NA;1.409;-Inf;1.255;Inf
"Alfarp";TRUE;"BAR / E.S. ALTAMAR J.A.";1.309;NA;1.309;-Inf;1.309;Inf
"Alfarràs";TRUE;"PETRONOR";1.389;NA;1.389;-Inf;1.389;Inf
"Alfàs del Pi (l')";FALSE;"REPSOL";1.399;NA;1.419;-Inf;1.379;Inf
"Alfàs del Pi (l')";FALSE;"GALP";1.399;NA;1.419;-Inf;1.379;Inf
"Alfàs del Pi (l')";TRUE;"PLENOIL";1.303;NA;1.419;-Inf;1.245;Inf
"Alfàs del Pi (l')";TRUE;"PLENOIL";1.303;NA;1.419;-Inf;1.245;Inf
"Alfàs del Pi (l')";TRUE;"BP ALFAZ DEL PI";1.303;NA;1.419;-Inf;1.245;Inf
"Alfés";FALSE;"REPSOL";1.42566666666667;NA;1.439;-Inf;1.399;Inf
